41	6	13	11.21	23	24
41	7	14	11.46	35	40
42	1	11	0	0	0
42	2	11	0	0	0
42	3	11	0	0	0
42	4	11	0	0	0
42	5	13	11.32	30	33
42	6	14	11.63	29	33
42	7	14	11.04	27	32
43	1	11	0	0	0
43	2	11	0	0	0
43	3	11	0	0	0
43	4	11	0	0	0
43	5	11	0	0	0
43	6	11	0	0	0
43	7	11	0.45	1	1
44	1	11	0	0	0
44	2	11	0	0	0
44	3	11	0	0	0
44	4	11	0	0	0
44	5	15	11.96	33	33
44	6	15	10.82	31	31
44	7	16	11.62	39	44
45	1	11	0	0	0
45	2	11	0	0	0
45	3	11	0	0	0
45	4	11	0	0	0
45	5	14	10.84	36	36
45	6	13	11.16	31	36
45	7	13	11.38	29	40
46	1	11	0	0	0
46	2	11	0	0	0
46	3	11	0	0	0
46	4	11	0	0	0
46	5	14	11.9	32	59
46	6	13	11.15	27	37
46	7	15	11.38	41	56
47	1	11	0	0	0
47	2	11	0	0	0
47	3	11	0	0	0
47	4	11	0	0	0
47	5	15	11.07	33	39
47	6	15	11.13	28	28
47	7	13	10.71	26	24
48	1	11	0	0	0
48	2	11	0	0	0
48	3	11	0	0	0
48	4	11	0	0	0
48	5	15	10.7	33	51
48	6	15	11.76	36	49
48	7	14	11.7	37	50
49	1	11	0	0	0
49	2	11	0	0	0
49	3	11	0	0	0
49	4	11	0	0	0
49	5	16	12.45	27	38
49	6	13	10.99	26	35
49	7	16	12	28	39
50	1	11	0	0	0
50	2	11	0	0	0
50	3	11	0	0	0
50	4	11	0	0	0
50	5	11	3.23	11	11
50	6	11	4.36	15	16
50	7	11	3.66	13	12
